Gene.ID	Gene.Name	1.AD_A	2.AD_A	3.AD_A	4.AD_A	1.AD_B	2.AD_B	3.AD_B	4.AD_B	1.AD_C	2.AD_C	3.AD_C	4.AD_C
ENSG00000164904	ALDH7A1	737070	38363	1007000	1085100	273210	13814	331990	470520	261100	13575	336920	438660
ENSG00000164924	YWHAZ	399380	19458	449940	691460	226390	11531	254780	422040	125190	7000.8	143520	242320
ENSG00000164951	PDP1	232380	10959	277330	286410	89542	4627.7	122830	105140	86085	4089.9	108450	104480
ENSG00000164961	WASHC5	115310	6185.4	138830	185130	38845	1945.8	50870	57309	25898	1470.8	32348	37046
ENSG00000164983	TMEM65	277200	14695	313950	376070	108730	5402.9	127540	138380	53197	4967.9	62613	69568
ENSG00000165023	DIRAS2	55841	4265	85741	118910	7094.5	650.2	14037	21644	12608	672.24	21965	27684
ENSG00000165028	NIPSNAP3B	258680	23001	296060	498040	15292	674	23092	22607	10473	653.91	15040	14380
ENSG00000165118	C9orf64	62788	3048	70644	117250	16903	700.28	22447	23794	10732	445.9	13410	14337
ENSG00000165175	MID1IP1	26106	1305.8	25176	40203	14540	759.67	14566	22462	0	0	0	0
ENSG00000165219	GAPVD1	36063	2994.5	58002	81757	40166	1816.6	62649	76139	25590	1572.4	36171	46242
ENSG00000165264	NDUFB6	0	0	0	0	24487	1391.8	37020	29720	17507	963.84	24731	20172
ENSG00000165280	VCP	517830	25476	490830	857240	365110	16346	321150	601190	258180	10882	244650	433160
ENSG00000165283	STOML2	135020	7838.7	156820	150270	39811	2010.4	48737	48782	42637	2476.6	54569	52922
ENSG00000165416	SUGT1	36479	1611.2	45228	58153	37252	1899.3	46400	61216	45409	2505.6	53387	75197
ENSG00000165434	PGM2L1	412350	21291	463470	544200	128810	6737.9	142140	171020	90301	5578.4	94607	132830
ENSG00000165443	PHYHIPL	451020	22769	484470	686490	233730	11357	256340	351620	121980	5571.6	128790	187640
ENSG00000165458	INPPL1	72437	3865.5	94467	127400	0	0	0	0	26806	1521.2	35075	40804
ENSG00000165475	CRYL1	561540	29530	848780	1066700	402480	18412	543000	777890	278120	13709	399150	547850
ENSG00000165478	HEPACAM	67758	4466.4	92500	68905	33595	1182.7	29434	43541	24940	1238.7	22225	34336
ENSG00000165629	ATP5F1C	350020	18748	434840	443940	183560	8327.3	236490	229420	134730	6441.9	176140	171030
ENSG00000165637	VDAC2	105690	5549.9	114010	123860	45394	1672.2	49032	50351	24774	668.87	27676	26888
ENSG00000165672	PRDX3	412350	29121	250480	850420	106450	4705.1	58940	217020	259790	16895	191700	551100
ENSG00000165699	TSC1	0	0	0	0	14937	654.28	19393	24919	8860.1	436.91	11091	14532
ENSG00000165704	HPRT1	932430	48406	1103600	1178700	236790	11672	299130	282930	95946	4722.3	116930	122270
ENSG00000165795	NDRG2	198510	9166.7	193520	287620	113980	5868.5	109050	154140	71337	3151.7	66456	94948
ENSG00000165861	ZFYVE1	0	0	0	0	29858	1907.5	32446	41178	20167	1161.9	22294	24932
ENSG00000165868	HSPA12A	1567500	92603	1683600	2280200	1129500	58758	1235100	1660200	786440	40647	819790	1181700
ENSG00000165898	ISCA2	29433	1305.7	36046	34295	16480	703.06	19895	19907	15690	696.64	19543	18133
ENSG00000165916	PSMC3	226710	12091	237140	336600	17487	979.83	18440	34173	5740.6	289.53	6346	10667
ENSG00000166033	HTRA1	51254	2854.2	62424	124130	8898	285.38	10991	18727	3579.1	0	4719.4	8454.6
ENSG00000166136	NDUFB8	204640	11809	260380	246040	134140	6678.9	162980	154060	187480	11298	217830	194870
ENSG00000166140	ZFYVE19	167380	7836.6	201850	206170	77867	4153.7	89800	97768	0	0	0	0
ENSG00000166165	CKB	20743	984.06	21096	30699	7782.4	293.53	9750.9	11703	6779.9	0	7264.6	9828.7
ENSG00000166181	API5	4301.2	112.54	4143.2	5031.4	59389	2697	59829	86006	633.07	0	765.26	938.15
ENSG00000166200	COPS2	203280	10674	225950	323400	117780	6222.7	129500	191050	78364	3917.2	87489	121880
ENSG00000166206	GABRB3	8545.4	438.92	9795.4	9653.4	3545.2	143.98	3428.3	3374.4	19418	836.52	21388	24837
ENSG00000166226	CCT2	404160	21378	460780	500770	115220	4831.1	129250	159040	89574	4601.2	101280	116160
ENSG00000166228	PCBD1	151740	7746.2	190620	229820	128120	7917.4	191250	210820	101040	5087.7	139310	158070
ENSG00000166266	CUL5	483480	25900	508120	746400	260870	12955	277270	416550	188980	9434.5	207150	281700
ENSG00000166333	ILK	91118	5129.7	141820	130210	34071	1512.9	50221	63637	26554	1668	39264	46339
ENSG00000166347	CYB5A	250130	11936	249270	444470	108030	4715.9	107170	180090	25298	938.43	24031	38224
ENSG00000166394	CYB5R2	275180	12916	260200	523560	160580	7054.2	145180	296790	84218	3810.2	76298	155150
ENSG00000166411	IDH3A	702320	40789	788700	932760	452660	23053	506820	614700	547370	28129	604000	710230
ENSG00000166501	PRKCB	588390	32144	759630	926890	404970	19770	476890	612290	322110	16698	390170	491070
ENSG00000166579	NDEL1	133470	6484.5	161820	170140	73996	3688.9	92592	96836	52989	2755.1	63465	70801
ENSG00000166595	CIAO2B	0	0	0	0	10726	312.07	14648	14871	10576	474	13651	15741
ENSG00000166598	HSP90B1	585500	28122	568220	768540	286110	13321	279120	367850	326250	16439	310320	440740
ENSG00000166747	AP1G1	370110	17174	456060	555680	244690	12440	303240	367330	139340	6446.5	170490	206180
ENSG00000166794	PPIB	396960	20623	447190	770760	206680	10913	247990	424260	147760	7752.7	180620	295180
ENSG00000166816	LDHD	171070	9554.6	197580	239520	56754	2759.5	67675	76154	46734	2413	54268	62605
ENSG00000166847	DCTN5	56521	3367.7	45674	39562	0	0	0	0	14182	629.81	12108	10507
ENSG00000166848	TERF2IP	44369	1811	36946	66948	31883	1346	26245	47840	11473	672.05	10957	22216
ENSG00000166887	VPS39	92618	5000.3	103400	137650	43545	2207.1	47819	59116	23580	1103.9	26350	33766
ENSG00000166908	PIP4K2C	210370	10126	219950	268020	128670	7081.3	132290	174130	35048	1917.3	40529	48396
ENSG00000166963	MAP1A	456400	25105	534170	666300	370790	18179	423440	537070	392430	21245	454050	572640
ENSG00000166986	MARS1	64896	3165.3	81940	84453	39943	1720.5	50097	55283	25979	1060.5	30007	33874
ENSG00000167004	PDIA3	316370	16095	348570	449980	155320	7967.3	178870	243000	100830	5698.9	110980	162560
ENSG00000167085	PHB	821950	40876	991330	994820	735330	35500	842740	890960	498580	24145	600790	598310
ENSG00000167107	ACSF2	48344	2840.7	73292	79811	24990	1123.4	34416	36553	0	0	0	0
ENSG00000167114	SLC27A4	130080	7731.4	167730	174810	70407	3052.1	80510	77332	47104	2049	52093	54245
ENSG00000167191	GPRC5B	87107	1904.5	89800	162060	17874	703.46	21340	27646	12300	631.62	13669	22180
ENSG00000167193	CRK	106060	5555.1	109390	154030	60707	2621.5	63471	84874	59941	2665.2	64986	80714
ENSG00000167283	ATP5MG	342060	16824	380370	403520	226860	10835	262640	271650	193650	10412	220100	232290
ENSG00000167315	ACAA2	291440	14944	302880	442690	232460	11518	241470	369860	123460	6184.1	133890	201400
ENSG00000167323	STIM1	82065	4364.4	93053	144620	17203	830.9	18302	34348	21333	755.3	20096	32201
ENSG00000167363	FN3K	1e+05	4949	117920	155500	34119	1560.8	41841	57629	21594	879.94	28769	35502
ENSG00000167378	IRGQ	383360	19628	419390	410270	301130	16040	313020	295780	139440	6135.8	154050	148460
ENSG00000167460	TPM4	64554	3736.9	64463	92044	29536	1206	25442	41448	14971	883.47	13891	23836
ENSG00000167461	RAB8A	161940	8565.9	189410	278510	106220	5326.8	121230	182670	86990	3905.2	97188	146500
ENSG00000167468	GPX4	240700	11297	278170	770890	99708	5123.4	118740	369440	89041	4895	101100	293910
ENSG00000167508	MVD	55947	2659.7	62439	84951	21729	898.93	23484	32664	32427	1563.3	36827	48699
ENSG00000167526	RPL13	197310	10054	211560	240190	94780	4127.7	92523	112400	39342	1798.4	42760	51602
ENSG00000167578	RAB4B	376130	20850	400160	494030	257610	13569	271380	353460	184330	10819	198520	258480
ENSG00000167588	GPD1	161950	7964	174060	351480	58440	3063.5	68266	129680	57888	2561.5	62827	123810
ENSG00000167632	TRAPPC9	0	0	0	0	7980.5	552.26	17609	24769	22807	1140.7	32377	38484
ENSG00000167641	PPP1R14A	101540	4698.4	86283	142800	56332	3221.2	47421	81046	33252	1554.3	26608	47218
ENSG00000167658	EEF2	92737	3970.9	94207	124610	31718	1215.2	27956	50500	25144	1608.2	19858	47713
ENSG00000167671	UBXN6	193140	7729.4	232530	232740	75869	3709.4	86421	95243	66781	3694.8	80660	84002
ENSG00000167699	GLOD4	666400	34360	684930	1271900	446130	21660	440930	824030	282580	14472	290690	537550
ENSG00000167720	SRR	135230	7773.5	176060	252440	39625	1764.7	55944	82790	19300	966.83	24354	35001
ENSG00000167770	OTUB1	186380	8947.4	199070	356140	145330	6690.2	146900	261540	84476	4183	84328	154910
ENSG00000167792	NDUFV1	1298400	68349	1397200	1670500	643220	31307	677260	851970	518400	25643	534020	693570
ENSG00000167863	ATP5PD	443620	21545	483890	677970	166220	7632	199980	229940	165030	7696.6	200540	225910
ENSG00000167881	SRP68	69183	3789.3	91105	125520	41482	2467.7	56907	79380	19844	1319.1	39393	56765
ENSG00000167969	ECI1	73641	3392.7	100800	91047	0	0	0	0	59635	3250.9	74731	74520
ENSG00000167971	CASKIN1	521590	29511	773760	666380	412560	23968	569400	486860	144510	8622.1	201600	180810
ENSG00000167978	SRRM2	62501	2900.8	83731	75356	32516	1417.8	44297	36056	17328	765.93	24803	19058
ENSG00000167986	DDB1	317970	17496	375260	489160	151280	6942.8	180020	194620	109560	4742.8	131290	147950
ENSG00000168003	SLC3A2	387550	23502	433190	944980	305660	15856	309860	653800	93049	4500.1	91669	288760
ENSG00000168028	RPSA	111900	5525.4	146690	204010	24311	1006.8	24167	62904	37084	1917.1	48005	70365
ENSG00000168036	CTNNB1	239970	10714	336340	321020	183570	8073.5	265670	257910	1105.4	0	1499	1675.7
ENSG00000168090	COPS6	130260	6395.6	130550	217200	135630	8466.6	140120	231060	72446	3982.5	71570	126980
ENSG00000168118	RAB4A	144050	6728.5	164070	176960	70511	3068.1	81756	89733	82623	3507.6	91417	101540
ENSG00000168172	HOOK3	57290	3167.7	60251	76378	56045	2679.6	65086	80880	9296.6	412.13	10849	12294
ENSG00000168259	DNAJC7	84432	4220.3	105330	124520	23137	889.62	30570	33675	28408	1470	31401	35303
ENSG00000168291	PDHB	1216500	60299	1411300	1552000	832090	45389	964340	1081300	631430	33250	738640	825540
ENSG00000168374	ARF4	142870	7149.2	122930	225050	136120	6441.6	117910	210180	101630	4947.8	95606	163770
ENSG00000168385	SEPTIN2	323240	16690	378800	666640	162700	6884.9	187900	325440	93336	4795.2	116110	184050
ENSG00000168439	STIP1	246260	11235	187220	326840	94714	4384.6	70178	128910	143720	6601.4	117460	245310
ENSG00000168481	LGI3	292420	14776	285160	393260	187880	9672.8	187340	240030	75085	3513.1	71180	92494
ENSG00000168490	PHYHIP	248870	12984	309760	380750	191120	9169	235280	294410	148580	7215.9	185250	228640
ENSG00000168522	FNTA	121380	6255.8	131340	201310	62831	2530.8	66786	101820	47416	1965.2	51665	81519
ENSG00000168610	STAT3	56196	2844.2	79706	150050	21215	1033.4	29771	68154	18470	927	26433	56365
ENSG00000168763	CNNM3	0	0	0	0	15707	623.83	18933	27733	16427	770.29	17304	25577
ENSG00000168827	GFM1	27815	1280.8	35818	36541	82551	4050.6	94491	110920	52049	2811.3	61558	71261
ENSG00000168952	STXBP6	183890	8691.8	162950	242820	142790	6588.6	128080	190880	63732	3579.9	53977	82547
ENSG00000168959	GRM5	68170	3902.8	84628	94818	33310	1698.7	36200	40038	34551	1407.1	36311	42167
ENSG00000168993	CPLX1	175630	8213	177240	229420	80479	3681	86418	105980	51409	2128.4	53789	68873
ENSG00000169020	ATP5ME	500150	27757	510340	638430	382500	18209	398230	496020	467770	25182	461000	577690
ENSG00000169032	MAP2K1	300750	17348	329850	481370	191520	10064	209000	315000	136990	7544.7	148610	213310
ENSG00000169093	ASMTL	0	0	4542.3	8026.1	56818	3172.9	67356	93854	25663	1490.9	28413	42611
ENSG00000169100	SLC25A6	20591	597.5	21608	31296	45653	2254	47131	76560	2145.4	0	2715.7	2321.5
ENSG00000169139	UBE2V2	33002	1498.7	38270	60339	17200	974.35	20500	22877	11582	290.97	11460	18226
ENSG00000169221	TBC1D10B	17900	731.42	18556	19371	5219.7	187.23	6905.5	6135.4	2967.3	121.13	3463.8	3565.8
ENSG00000169223	LMAN2	203420	8792.2	247740	341870	58648	2591.9	76660	100140	52184	2736	65821	89048
ENSG00000169258	GPRIN1	105880	5554.2	142120	158450	82074	4100.1	109500	130060	47721	2457.4	63240	78025
ENSG00000169288	MRPL1	36819	1697	41583	52958	26120	1125.2	29669	34426	10052	458.96	12334	14680
ENSG00000169299	PGM2	83496	4234.4	91098	146880	84642	4936.7	90961	140050	41988	2020.4	46296	73438
ENSG00000169398	PTK2	111670	5263.1	117830	156790	76287	2653.2	76665	102510	23935	968.72	23166	32124
ENSG00000169499	PLEKHA2	167140	8319.1	190550	215040	59284	2734.1	70663	75942	49976	2378.6	55878	71568
ENSG00000169641	LUZP1	33300	1583.6	38351	43237	21688	944.64	25852	31083	10667	725.29	13423	14490
ENSG00000169710	FASN	578380	28524	727750	1045800	93938	4797.1	170370	246250	55191	2150	92322	138550
ENSG00000169727	GPS1	114320	4523	121550	220680	122380	5671.1	130890	226210	20571	692.76	21672	39483
ENSG00000169738	DCXR	0	0	0	0	140840	6198.3	171270	203480	106930	6374.5	127850	154850
ENSG00000169750	RAC3	205360	9338.8	253500	269970	116850	5231.5	153090	158090	54068	2584.8	71497	72156
ENSG00000169764	UGP2	768160	41796	890660	1245900	536480	26105	610160	870790	357460	17462	414910	589150
ENSG00000169813	HNRNPF	71450	3565.4	66968	145090	58488	3113.4	56884	122450	35564	1498.6	34543	76456
ENSG00000169851	PCDH7	60962	2648.2	65343	70404	56168	2101.6	57274	62368	27217	1223.6	27698	31293
ENSG00000169862	CTNND2	174370	9799.8	200560	254760	91832	5084.5	108300	127570	53089	2665.6	59930	77090
ENSG00000169891	REPS2	56033	2674.1	61856	79608	6022.2	138.28	7022.4	9851.4	24770	1056.8	27009	34603
ENSG00000170027	YWHAG	627690	31665	635040	1103700	330410	17606	321180	560890	272830	13605	273890	463010
ENSG00000170144	HNRNPA3	149640	7030.7	149400	234060	104070	4781.9	98936	151770	31874	1464.6	35096	50700
ENSG00000170248	PDCD6IP	1425300	71242	1634700	2222400	597560	31871	675970	898960	391320	19975	466920	630400
ENSG00000170348	TMED10	191150	9291.9	193430	280110	145980	6962.8	146910	205380	107860	5544.6	110450	155560
ENSG00000170502	NUDT9	39624	2163.2	49543	44593	45090	2415.8	49448	73968	32310	1299.6	35468	50572
ENSG00000170515	PA2G4	82997	4514.5	82348	131530	55209	2401	54854	93102	35190	1054.6	30605	57553
ENSG00000170542	SERPINB9	138480	7030.4	171110	228300	81423	3946.2	93635	118600	30698	1913.5	34031	44064
ENSG00000170558	CDH2	122830	5987.1	133670	194050	89248	3593.4	91834	137300	66686	3991.3	75656	110260
ENSG00000170606	HSPA4	167360	7670.8	158010	249400	265250	12667	261440	404260	151010	7596.3	134210	253310
ENSG00000170634	ACYP2	244070	10533	259440	385330	352450	16460	384160	515120	157470	8014	169270	239830
ENSG00000170759	KIF5B	161960	9729	227080	360020	50769	3567.4	98263	140450	4563.9	1133.6	34084	42696
ENSG00000170860	LSM3	305000	21702	396550	407930	148340	9761.3	178960	189030	119090	8300.6	147620	146910
ENSG00000170876	TMEM43	29496	1179.2	35615	49419	9741.4	692.34	11897	12055	15665	796.54	20228	25775
ENSG00000171100	MTM1	17987	1002.9	18730	27543	9724.5	177.72	10256	12810	5443.7	278.17	5574.5	7171.5
ENSG00000171132	PRKCE	266520	13105	295130	351250	103800	4886.3	108930	138240	95603	5098.4	95122	128140
ENSG00000171202	TMEM126A	74859	3687.1	88104	83721	40670	1860.3	49936	50683	27430	1370.8	28449	28579
ENSG00000171246	NPTX1	334910	14921	340130	474190	126630	5291	138110	174990	89027	4696.9	87593	122570
ENSG00000171262	FAM98B	86949	4234.3	87502	135560	32822	1954.7	34032	58858	19775	1293.3	20230	35718
ENSG00000171298	GAA	294500	13659	333970	396140	88939	4332.8	105200	119660	82439	4031.4	92910	115840
ENSG00000171368	TPPP	0	0	0	0	7418.1	145.19	9763.3	11756	4823.9	124.63	5577.5	7879.1
ENSG00000171444	MCC	42177	1993.7	49278	52357	21091	1054.2	25508	26527	14731	664.63	18035	20169
ENSG00000171497	PPID	118920	6870.9	134090	159620	122580	6326.6	124970	147290	22008	1180.4	24696	27481
ENSG00000171503	ETFDH	71006	3232.9	80612	102520	103600	5238.6	108010	145990	43927	2189.9	52755	60480
ENSG00000171530	TBCA	780670	44413	1057700	1124500	418250	24436	567380	607360	220350	11569	292170	317660
ENSG00000171533	MAP6	521220	24472	440980	699400	351440	17166	304780	463220	151800	8619	120780	216550
ENSG00000171557	FGG	101360	4630.4	87125	161410	4487.8	265.9	4302.4	7368	2671.9	127.94	2661.1	4324.6
ENSG00000171560	FGA	161700	19795	364660	403570	98749	10661	188660	211400	125140	11252	218890	246550
ENSG00000171603	CLSTN1	173960	9367.1	150430	214880	101900	5023.9	85567	128780	57006	2639.6	46545	72862
ENSG00000171723	GPHN	327610	17055	361040	388740	169050	7821.6	185100	197440	120220	5206.2	131640	138070
ENSG00000171724	VAT1L	212960	10896	216650	273940	190200	10009	216340	291090	151060	9041.2	178290	234450
ENSG00000171766	GATM	81206	4225	88861	117580	22221	999.59	23522	29582	16347	848.34	16513	22025
ENSG00000171798	KNDC1	29693	1428.2	43195	37971	42796	1823.1	51731	49005	36678	1911.8	36957	39184
ENSG00000171840	NINJ2	29369	1787.3	38169	47624	14507	439.68	20047	24600	16501	685.84	21050	24663
ENSG00000171863	RPS7	47033	2585.7	50199	60436	30609	1804.7	31655	40859	25328	909.78	25761	34811
ENSG00000171867	PRNP	90928	4276.5	85628	130710	31648	1841.6	26732	43589	44810	2106.2	41256	54790
ENSG00000171885	AQP4	289450	15437	343620	506010	122000	5740.7	127290	178920	114530	5663	118760	169480
ENSG00000171914	TLN2	1511300	81181	1820400	2154300	720810	36066	895640	1006600	473320	24657	591740	656390
ENSG00000171951	SCG2	439650	19372	341750	445080	259700	11417	205280	254490	105600	4978.7	87172	105160
ENSG00000172007	RAB33B	50492	2735.3	62012	70871	47234	2326.4	53669	68281	31188	1164	36065	45955
ENSG00000172009	THOP1	488260	24829	559500	679180	205020	11075	250360	304870	149800	6975.7	177010	219930
ENSG00000172037	LAMB2	394560	18857	394860	551290	188640	9261.3	201950	267160	150970	7545.7	161140	211230
ENSG00000172115	CYCS	43625	1888.7	30884	43486	0	0	0	0	7384	296.74	6090.4	7857.9
ENSG00000172164	SNTB1	74491	3377.8	71998	71945	38377	1702.3	39960	41030	10884	592.63	11847	14609
ENSG00000172172	MRPL13	54389	3236.3	68615	61960	35815	2440.9	45361	40824	19034	1014	22433	20339
ENSG00000172239	PAIP1	46593	1997.7	49718	68478	3852.4	128.77	5104.6	6100.3	6177.4	148.22	6320.4	7783.3
ENSG00000172270	BSG	17971	860.43	16213	18642	6405.6	158.16	6466.4	5708.6	0	0	0	0
ENSG00000172340	SUCLG2	113750	5204.2	120790	177290	77937	5411.7	89574	127810	45222	2264.6	54583	72250
ENSG00000172500	FIBP	58102	3773.3	72490	83892	35992	1804.7	51139	59189	27135	1466.6	29305	34833
ENSG00000172508	CARNS1	14172	582.47	12664	26454	0	0	0	0	3364.6	212.9	2917.9	6295.1
ENSG00000172531	PPP1CA	123290	6388.4	153180	156390	40103	2480	48996	54572	36749	1696.7	41023	43488
ENSG00000172534	HCFC1	36798	1783.1	39351	51419	73684	3205.6	85459	93372	35796	1832.2	40217	44920
ENSG00000172757	CFL1	64465	2893.9	78150	103850	29182	1401.6	36299	49912	14452	542.86	17832	23442
ENSG00000172803	SNX32	19967	1243.5	22595	24824	0	0	0	0	7602.4	289.54	8393.8	10718
ENSG00000172869	DMXL1	65559	3256.9	74183	83524	30554	1530.7	34332	38030	19708	1141.8	24208	25349
ENSG00000172939	OXSR1	60558	2878.9	72056	101020	33790	1428.2	36439	51492	20130	1062.6	23851	33523
ENSG00000173039	RELA	62799	3306.3	82563	94049	7487.9	263.35	10666	11411	0	0	0	0
ENSG00000173064	HECTD4	44745	2111.8	54777	77665	36362	2165.2	37180	43421	0	0	0	0
ENSG00000173171	MTX1	115020	6149.9	138610	145230	101290	4979.6	125230	122980	98694	4531.9	117780	119660
ENSG00000173210	ABLIM3	12787	792.41	14117	14807	5103.1	205.95	6609.1	7145.7	4711.1	210.53	5844.3	5212.9
ENSG00000173267	SNCG	9224.5	361.72	104060	141840	4080.8	126.77	55600	72250	5012.4	249.58	45459	58985
ENSG00000173402	DAG1	39958	2180.2	48518	59674	0	0	0	0	8355.2	536.32	9183.7	12171
ENSG00000173486	FKBP2	443940	21413	514540	513040	223000	11147	255570	262160	212170	11403	255170	255970
ENSG00000173540	GMPPB	266850	12083	258600	377750	194350	9357.1	213010	286690	100600	4896.4	105560	154930
ENSG00000173599	PC	692210	42294	962810	1091100	253260	14758	394920	482860	153300	9049.6	218330	320060
ENSG00000173611	SCAI	316150	17440	337590	395660	141100	6859.4	148500	180250	50478	2618.4	64616	61813
ENSG00000173692	PSMD1	138700	6328.7	163750	170750	26085	1272.7	27735	32414	68603	3246.8	86849	101220
ENSG00000173786	CNP	155160	8293.5	155640	284450	113160	5022.6	131060	205420	39156	1667.5	33913	80618
ENSG00000173801	JUP	49922	2633.5	59208	79562	16139	989.34	19986	26919	16574	817.96	21620	25765
ENSG00000173898	SPTBN2	1560300	78753	1630200	1988300	910980	43557	931410	1141900	602970	31353	616650	781710
ENSG00000174173	TRMT10C	26519	1060.6	28531	31060	13449	838.47	15591	16801	10667	426.68	11066	12759
ENSG00000174238	PITPNA	135900	6397.6	112730	188000	47338	2342.1	43536	66250	25409	956.82	21869	40523
ENSG00000174243	DDX23	102650	5906.9	116730	147200	22530	962.19	26692	33666	10542	687.99	12535	15575
ENSG00000174791	RIN1	160090	9990.2	177720	214800	67072	3351.5	78683	89587	47744	2486.5	56809	62756
ENSG00000174840	PDE12	117150	6136.2	148530	148970	98512	4820.4	113030	119320	65346	3466.6	76541	78483
ENSG00000174842	GLMN	37434	1679.2	41798	44221	11392	301.3	12339	12818	7056.4	454.38	8869.3	8556.8
ENSG00000174996	KLC2	179210	7796.9	169280	225950	102300	5136.2	105550	136070	61643	2652.5	64140	82337
ENSG00000175073	VCPIP1	1502.4	0	1636	2708.3	27985	1364.5	37018	34519	18544	844.01	22883	22862
ENSG00000175110	MRPS22	144440	6478.3	218080	156270	65289	3416	103800	73328	54444	3008.4	81577	54738
ENSG00000175115	PACS1	330110	17207	458270	591020	143310	7314.4	198030	267240	22110	1417.3	49358	81419
ENSG00000175130	MARCKSL1	14398	2472.5	38598	74349	2952.7	281.32	14128	25456	2632.2	656.08	13118	20982
ENSG00000175166	PSMD2	207340	10202	257310	334470	162160	7465.2	189020	270210	55389	2359.6	62632	99785
ENSG00000175198	PCCA	192270	9234.5	178080	225610	105170	5137.2	103260	128390	98826	4378.2	85470	120450
ENSG00000175203	DCTN2	237760	11384	274890	299150	90830	4776.2	106980	122100	54213	2685.4	61771	74666
ENSG00000175216	CKAP5	634040	34897	784550	1145600	155300	8270.5	189670	273830	191910	11034	239680	379240
ENSG00000175220	ARHGAP1	338100	15189	369280	440970	178700	8325.2	176220	239570	177910	7709.6	180260	230860
ENSG00000175224	ATG13	8352.4	331.73	9098.2	11563	7096.3	0	6578.3	7918.4	9994.4	321.56	12238	13080
ENSG00000175287	PHYHD1	123500	6785.8	142360	208380	80130	4088.8	106380	145540	37127	1535.8	50897	73295
ENSG00000175324	LSM1	31724	1149.6	34750	38525	0	0	0	0	7201.4	170.81	7693.4	8093.4
ENSG00000175334	BANF1	35474	1532.6	33521	68924	8182.9	280.8	7891.3	15196	6009.8	256.89	6414.9	12179
ENSG00000175390	EIF3F	148520	7839.9	167240	235510	78785	3588.7	85706	117440	37406	1680	41267	55720
ENSG00000175416	CLTB	0	0	0	0	40413	2134.5	40838	55276	32854	1638.4	30016	41451
ENSG00000175470	PPP2R2D	121680	5102.3	131410	143550	39235	1422.1	41614	48796	31195	1606	31815	37216
ENSG00000175497	DPP10	387620	20903	445340	552320	119910	6125.5	148860	171970	48834	2322.4	58233	68631
ENSG00000175662	TOM1L2	151840	8719.6	189540	163800	84501	4551	105710	103730	54548	2589.4	73471	58139
ENSG00000175866	BAIAP2	375100	17805	331080	358090	114490	6199.2	109280	131410	109540	4837.9	108700	126610
ENSG00000175899	A2M	229570	10945	251790	457680	165180	8361.9	169390	291320	64839	3325	61101	94821
ENSG00000175931	UBE2O	0	0	0	0	172260	9350.3	198590	252910	23844	1160	25246	29924
ENSG00000175970	UNC119B	95862	5992.1	148680	126010	114040	9447.1	147520	147830	73425	4639.2	103090	97334
ENSG00000176055	MBLAC2	35302	1896.9	43029	50779	20988	967.75	25870	29761	15530	735.65	20629	22694
ENSG00000176148	TCP11L1	70262	3317.4	77478	87392	20038	1028.4	24302	23944	17218	800.64	20875	21373
ENSG00000176393	RNPEP	188300	9924.8	257300	317530	154850	8445.5	226540	255180	79618	4375.4	113090	124620
ENSG00000176422	SPRYD4	56760	2688.8	59720	70683	8657.2	387.59	7479.9	10821	6110.7	176.22	6222.4	8159.7
ENSG00000176454	LPCAT4	28750	1381.4	30448	35760	14196	714.81	15297	17862	32400	1537.4	33952	36666
ENSG00000176490	DIRAS1	51697	2131.1	56362	61861	27718	1227	29932	35694	17277	626.75	18773	20759
ENSG00000176533	GNG7	32898	1406.7	39005	48968	19974	672.75	21101	27792	6578.4	279.28	8738.7	9993.2
ENSG00000176619	LMNB2	353250	18504	540730	610330	120900	5641.7	149530	148530	173850	9372.5	244020	289490
ENSG00000176623	RMDN1	72437	3179.6	63784	91370	2471	90.476	2990.5	5074.3	20745	903.92	18956	28815
ENSG00000176658	MYO1D	176350	8675.1	182160	334080	105180	6060.6	104880	213810	67944	2864	64707	142820
ENSG00000176715	ACSF3	0	0	0	0	13619	349.99	17872	19645	9153	294.77	10380	11898
ENSG00000176973	FAM89B	74618	3843.8	94046	85152	21840	1249.1	28140	26198	11874	729.83	13464	13679
ENSG00000176978	DPP7	26445	1145.1	31649	35068	16051	725.21	13896	22834	8426	286.71	7604.3	12566
ENSG00000176986	SEC24C	44942	1898.4	48869	57599	20229	610.56	24036	26447	13612	388.3	15820	16774
ENSG00000177034	MTX3	143920	7673.2	186820	198750	0	0	0	0	50377	2966.1	64941	68231
ENSG00000177156	TALDO1	525790	26766	597450	1100200	241760	11375	268260	543410	214060	10295	240700	499310
ENSG00000177272	KCNA3	17700	918.69	22305	28045	7512.8	106.81	8547.3	11000	5703.3	145.68	7296.2	8937.2
ENSG00000177380	PPFIA3	573450	30441	663700	705510	471010	24098	527730	592400	190300	8100.5	216380	230260
ENSG00000177556	ATOX1	250480	11084	227930	322120	42610	2257.5	38309	32421	38652	1433.3	35740	41441
ENSG00000177600	RPLP2	83164	3857.3	70209	152630	50664	2416.5	48021	99264	29060	1494.2	26307	56917
ENSG00000177614	PGBD5	120160	6331.9	122740	126530	62143	2907.1	63384	73304	34282	1571	38096	45176
ENSG00000177646	ACAD9	129710	6050.4	148480	139290	45791	1894	52376	48781	36802	1326.4	39748	40023
ENSG00000177728	TMEM94	51744	3083.5	66755	76176	30025	2023.5	37488	41322	24468	745.84	29784	30641
ENSG00000177879	AP3S1	111570	5569.1	182020	156970	0	0	0	0	33531	1512.1	49626	45068
