Gene ID	Gene Name	g4_g3.p-value	g4_g3.log2foldchange	g2_g1.p-value	g2_g1.log2foldchange
ENSG00000143653	SCCPDH	0.404511687	0.1	0.080441749	0.2
ENSG00000143727	ACP1	0.742604673	0.1	0.103367089	0.4
ENSG00000143772	ITPKB	0.855167631	0.1	0.617458636	-0.1
ENSG00000143776	CDC42BPA	0.703135704	0.1	0.002234856	-0.9
ENSG00000143799	PARP1	0.693022374	-0.1	0.148890196	-0.1
ENSG00000143819	EPHX1	0.403138238	-0.2	0.459293986	-0.1
ENSG00000143850	PLEKHA6	0.955698172	0	0.054041032	0.2
ENSG00000143858	SYT2	0.795271743	0.1	0.958968725	0
ENSG00000143870	PDIA6	0.703135704	0.1	0.346791653	0.2
ENSG00000143977	SNRPG	0.005160598	0.4	0.079594418	0.1
ENSG00000144028	SNRNP200	0.4017118	0.5	0.686469434	0.2
ENSG00000144036	EXOC6B	0.77124045	0.1	0.962024176	0
ENSG00000144040	SFXN5	0.374419165	-0.1	0.015511819	-0.3
ENSG00000144306	SCRN3	0.199039905	0.7	0.513968482	-0.2
ENSG00000144320	LNPK	0.977040043	0	0.340901799	0.5
ENSG00000144369	FAM171B	0.376731995	-0.1	0.039395317	0.2
ENSG00000144381	HSPD1	0.408868415	0.1	0.070167386	0.1
ENSG00000144566	RAB5A	0.655890653	0.1	0.881631903	0
ENSG00000144619	CNTN4	0.301716956	-0.2	0.020814963	0.5
ENSG00000144647	POMGNT2	0.863789895	0	0.008165079	0.3
ENSG00000144674	GOLGA4	0.786588021	-0.1	0.492532341	0.1
ENSG00000144711	IQSEC1	0.693022374	0.1	0.165192609	0.1
ENSG00000144744	UBA3	0.72372788	0	0.923588539	0
ENSG00000144746	ARL6IP5	0.34234514	0.2	0.511023783	0.1
ENSG00000144827	ABHD10	0.623269898	-0.1	0.008334965	0.3
ENSG00000144834	TAGLN3	0.824566693	0	0.035035722	-0.2
ENSG00000144847	IGSF11	0.506483515	0.2	0.221450109	0.3
ENSG00000144848	ATG3	0.476531256	0.3	0.197952331	-0.4
ENSG00000144908	ALDH1L1	0.941518798	0	0.691562914	0
ENSG00000144959	NCEH1	0.226298442	-0.1	0.000255198	0.4
ENSG00000145214	DGKQ	0.696620182	-0.1	0.029960255	0.5
ENSG00000145335	SNCA	0.177781703	0.4	0.147647372	0.3
ENSG00000145349	CAMK2D	0.328430204	0.1	0.003471765	0.3
ENSG00000145354	CISD2	0.789276301	0.1	0.020466791	0.4
ENSG00000145391	SETD7	0.908735624	0	0.175643998	-0.2
ENSG00000145715	RASA1	0.547232604	0.2	0.645214749	-0.1
ENSG00000145833	DDX46	0.855066155	0	0.108622198	-0.3
ENSG00000145882	PCYOX1L	0.79582544	0	0.067268146	0.2
ENSG00000145920	CPLX2	0.488801132	0.2	0.232822274	0.2
ENSG00000145990	GFOD1	0.703135704	0.1	0.077216875	0.2
ENSG00000146005	PSD2	0.41461211	0.1	0.769007786	0
ENSG00000146006	LRRTM2	0.289141262	0.3	0.09971737	0.3
ENSG00000146085	MMUT	0.911300602	0	0.030638781	-0.2
ENSG00000146122	DAAM2	0.444800979	0.2	0.036264665	-0.5
ENSG00000146216	TTBK1	0.58558405	0.1	0.0999875	0.4
ENSG00000146476	ARMT1	0.003692458	1.4	0.098574458	0.3
ENSG00000146701	MDH2	0.181920609	0	8.87E-05	0.3
ENSG00000146828	SLC12A9	0.366141724	0.2	0.244545054	0.2
ENSG00000147044	CASK	0.974673507	0	0.045551411	-0.2
ENSG00000147123	NDUFB11	0.22670952	0.1	8.87E-05	0.6
ENSG00000147140	NONO	0.783034712	0.1	0.983768475	0
ENSG00000147162	OGT	0.092957799	-0.2	0.113831012	0.1
ENSG00000147383	NSDHL	0.971357246	0	0.595962215	0.2
ENSG00000147459	DOCK5	0.501228862	-0.1	0.03742162	-0.2
ENSG00000147526	TACC1	0.553376909	0.2	0.282458289	0.2
ENSG00000147677	EIF3H	0.690836549	0.2	0.689926655	0.1
ENSG00000147684	NDUFB9	0.010660111	-0.2	0.000308384	0.4
ENSG00000147799	ARHGAP39	0.501228862	-0.1	0.372314562	0.1
ENSG00000147853	AK3	0.640435997	-0.1	0.384564911	-0.1
ENSG00000148053	NTRK2	0.03664592	-0.4	0.052313309	0.2
ENSG00000148090	AUH	0.216504886	-0.2	0.046404438	0.2
ENSG00000148158	SNX30	0.402127962	-0.1	0.050163032	0.2
ENSG00000148218	ALAD	0.250889243	-0.1	0.014119816	-0.2
ENSG00000148339	SLC25A25	0.477195923	0.1	0.921580402	0
ENSG00000148341	SH3GLB2	0.291256964	0.1	0.03057977	0.2
ENSG00000148356	LRSAM1	0.877700238	0	0.015693621	0.2
ENSG00000148396	SEC16A	0.912523429	0	0.238792031	0.2
ENSG00000148408	CACNA1B	0.948459382	0	0.458564364	0.1
ENSG00000148444	COMMD3	0.916093334	0	0.010691795	0.5
ENSG00000148468	FAM171A1	0.488801132	0.2	0.457845936	-0.2
ENSG00000148484	RSU1	0.282671413	0.2	0.024068998	-0.3
ENSG00000148498	PARD3	0.280272948	0.5	0.21846197	0.4
ENSG00000148660	CAMK2G	0.982839607	0	0.103613172	-0.2
ENSG00000148700	ADD3	0.829366474	0	0.016107524	0.2
ENSG00000148798	INA	0.746592352	0	0.084439628	0.1
ENSG00000148834	GSTO1	0.353380828	-0.2	0.007618458	-0.4
ENSG00000149084	HSD17B12	0.558547048	0.2	0.265561545	0.3
ENSG00000149091	DGKZ	0.499036552	0.1	0.082741545	0.2
ENSG00000149115	TNKS1BP1	0.181920609	-0.4	0.395279841	0.1
ENSG00000149131	SERPING1	0.895779096	0	0.227805215	-0.3
ENSG00000149136	SSRP1	0.767966283	0	0.030119749	0.3
ENSG00000149177	PTPRJ	0.063722991	-0.1	0.006372546	0.2
ENSG00000149182	ARFGAP2	0.969996102	0	0.000149412	0.4
ENSG00000149218	ENDOD1	0.649067635	0.1	0.051880158	-0.3
ENSG00000149260	CAPN5	0.258179702	0.4	0.253590909	0.2
ENSG00000149269	PAK1	0.161241041	-0.1	0.002949501	0.2
ENSG00000149273	RPS3	0.282983284	0.2	0.400017694	0.1
ENSG00000149294	NCAM1	0.402127962	0.1	0.9363117	0
ENSG00000149313	AASDHPPT	0.133564518	-0.1	0.001345134	0.4
ENSG00000149357	LAMTOR1	0.4017118	0.1	0.009040554	0.3
ENSG00000149476	TKFC	0.836697142	0	0.006249385	-0.2
ENSG00000149541	B3GAT3	0.83932298	0	0.592794267	-0.1
ENSG00000149591	TAGLN	0.010660111	-0.2	0.001796879	-0.2
ENSG00000149792	MRPL49	0.16461927	0.8	0.076201232	-0.6
ENSG00000149798	CDC42EP2	0.460878422	-0.2	0.092253052	-0.4
ENSG00000149823	VPS51	0.408906137	0.1	0.009042008	0.3
ENSG00000149925	ALDOA	0.218448376	0.1	0.642555494	0
ENSG00000149930	TAOK2	0.304862081	0.3	0.94390804	0
ENSG00000149970	CNKSR2	0.754448296	0.1	0.440621131	0.2
ENSG00000150093	ITGB1	0.493765233	-0.1	0.025502757	-0.3
ENSG00000150471	ADGRL3	0.328430204	0.2	0.033689638	0.3
ENSG00000150540	HNMT	0.751000198	-0.1	0.21011675	-0.3
ENSG00000150625	GPM6A	0.755447326	0	0.581499456	0
ENSG00000150627	WDR17	0.862723276	0	0.462790999	0.1
ENSG00000150656	CNDP1	0.953369997	0	0.025399945	-0.3
ENSG00000150672	DLG2	0.647646767	0.1	0.085629442	0.2
ENSG00000150753	CCT5	0.70327587	0	0.001403895	-0.4
ENSG00000150764	DIXDC1	0.463777549	0.4	0.132688655	-0.7
ENSG00000150768	DLAT	0.797472425	0	0.023649078	0.3
ENSG00000150867	PIP4K2A	0.537922267	0.2	0.812319023	0
ENSG00000150995	ITPR1	0.751070609	-0.1	0.723645348	0
ENSG00000151025	GPR158	0.3221219	-0.1	0.009471159	0.4
ENSG00000151150	ANK3	0.321325614	0.2	0.058151498	0.2
ENSG00000151240	DIP2C	0.496871578	0.1	0.005045908	0.4
ENSG00000151327	FAM177A1	0.415211998	0.3	0.860475502	0
ENSG00000151366	NDUFC2	0.102210261	-0.1	0.041883805	-0.1
ENSG00000151376	ME3	0.816831442	0	0.002043482	0.6
ENSG00000151461	UPF2	0.51036856	-0.2	0.259350779	-0.2
ENSG00000151498	ACAD8	0.746172964	-0.1	0.741763087	0.1
ENSG00000151502	VPS26B	0.931209668	0	0.146724028	0.2
ENSG00000151552	QDPR	0.982249753	0	0.000425376	-0.5
ENSG00000151640	DPYSL4	0.723008756	-0.1	0.926621375	0
ENSG00000151689	INPP1	0.339084468	0.6	0.239128342	-0.5
ENSG00000151779	NBAS	0.647646767	0.2	0.1296772	0.4
ENSG00000151806	GUF1	0.690836549	-0.1	0.02163739	0.4
ENSG00000151835	SACS	0.267419103	0.2	0.005858848	-0.6
ENSG00000151914	DST	0.621785327	0	0.001898778	-0.4
ENSG00000151929	BAG3	0.656757896	0.2	0.156624908	-0.4
ENSG00000152137	HSPB8	0.051506345	0.6	0.096544695	-0.3
ENSG00000152234	ATP5F1A	0.77945787	0	0.015657227	0.2
ENSG00000152256	PDK1	0.816831442	0.1	0.282458289	0.3
ENSG00000152402	GUCY1A2	0.388692978	0.2	0.100763475	0.2
ENSG00000152409	JMY	0.581881887	-0.2	0.191869929	-0.4
ENSG00000152413	HOMER1	0.931209668	0	0.087974902	0.1
ENSG00000152503	TRIM36	0.327214417	0.2	0.834695208	0
ENSG00000152556	PFKM	0.546746555	0.1	0.065317921	-0.1
ENSG00000152583	SPARCL1	0.246085506	-0.4	0.155133683	0.3
ENSG00000152620	NADK2	0.805677855	0	0.808166613	0
ENSG00000152642	GPD1L	0.758651138	-0.1	0.451443363	-0.1
ENSG00000152684	PELO	0.791896621	0	0.011065116	-0.3
ENSG00000152700	SAR1B	0.750199684	0.1	0.019991853	-0.3
ENSG00000152767	FARP1	0.941518798	0	0.02641076	0.3
ENSG00000152818	UTRN	0.477195923	-0.1	0.319500593	0.1
ENSG00000152904	GGPS1	0.870773838	0	0.78246354	0
ENSG00000153187	HNRNPU	0.791514541	0.1	0.002120214	-0.7
ENSG00000153201	RANBP2	0.703090743	0.2	0.904873367	0
ENSG00000153291	SLC25A27	0.783247021	0.1	0.004811949	0.6
ENSG00000153310	FAM49B	0.117270096	0.2	0.265181949	-0.1
ENSG00000153317	ASAP1	0.875482758	0.1	0.94891203	0
ENSG00000153902	LGI4	0.722430281	0.1	0.744337029	0.1
ENSG00000153904	DDAH1	0.680418786	-0.1	0.923987066	0
ENSG00000153933	DGKE	0.734324557	-0.1	0.097442598	0.6
ENSG00000153956	CACNA2D1	0.16461927	0.2	0.002040728	0.4
ENSG00000154027	AK5	0.512433855	-0.1	0.004959336	0.3
ENSG00000154174	TOMM70	0.83932298	0	0.042131043	0.2
ENSG00000154222	CC2D1B	0.716946603	0	0.130875356	-0.1
ENSG00000154229	PRKCA	0.696620182	-0.1	0.103613172	0.2
ENSG00000154310	TNIK	0.191635391	-0.1	0.002612436	0.4
ENSG00000154380	ENAH	0.783034712	0.1	0.022375733	-1
ENSG00000154556	SORBS2	0.388692978	-0.2	0.93962398	0
ENSG00000154582	ELOC	0.855066155	0	0.44610903	-0.1
ENSG00000154654	NCAM2	0.859449538	0	0.568336359	-0.1
ENSG00000154710	RABGEF1	0.400012623	0.1	0.026645767	-0.2
ENSG00000154719	MRPL39	0.882252081	-0.1	0.570246936	0.1
ENSG00000154723	ATP5PF	0.030944534	0.2	0.000155208	-0.6
ENSG00000154945	ANKRD40	0.273592085	0.7	0.660163012	-0.1
ENSG00000155034	FBXL18	0.539521486	0.2	0.304971025	0.2
ENSG00000155052	CNTNAP5	0.114069882	0.2	0.007361782	0.3
ENSG00000155097	ATP6V1C1	0.224678715	0.2	0.482629332	-0.1
ENSG00000155229	MMS19	0.316052101	0.4	0.120286853	0.4
ENSG00000155506	LARP1	0.853432735	0.1	0.303098418	0.2
ENSG00000155660	PDIA4	0.800802088	0.1	0.74747112	0.1
ENSG00000155849	ELMO1	0.003692458	-0.8	0.408698773	-0.1
ENSG00000155906	RMND1	0.593435831	0.2	0.798396699	-0.1
ENSG00000155959	VBP1	0.48305813	0.2	0.067116541	-0.4
ENSG00000155961	RAB39B	0.698490576	-0.1	0.874235479	0
ENSG00000155980	KIF5A	0.703135704	0.1	0.010316518	-0.4
ENSG00000156011	PSD3	0.461405697	0.2	0.013668073	-0.6
ENSG00000156026	MCU	0.911856177	0	0.001918549	0.7
ENSG00000156052	GNAQ	0.722430281	0	0.011653633	-0.3
ENSG00000156110	ADK	0.807733726	0.3	0.792746343	0.2
ENSG00000156113	KCNMA1	0.010660111	0.4	0.001286502	0.4
ENSG00000156261	CCT8	0.800802088	0	0.304971025	0
ENSG00000156299	TIAM1	0.112218206	0.5	0.159134034	0.3
ENSG00000156453	PCDH1	0.491267107	0.1	0.770554796	0
ENSG00000156467	UQCRB	0.867967311	0	0.033678494	0.3
ENSG00000156508	EEF1A1	0.342601389	0.2	0.004125846	-0.7
ENSG00000156642	NPTN	0.885417785	0	0.318646959	0.1
ENSG00000156709	AIFM1	0.960440527	0	0.163917776	0.2
ENSG00000156873	PHKG2	0.931209668	0	0.369612798	0.1
ENSG00000156973	PDE6D	0.502381117	0.2	0.531942602	0.1
ENSG00000156976	EIF4A2	0.852643446	0.1	0.020181263	-0.6
ENSG00000157036	EXOG	0.051506345	0.8	0.029960255	0.5
ENSG00000157087	ATP2B2	0.515931053	-0.2	0.218927856	0.2
ENSG00000157103	SLC6A1	0.063722991	0.3	0.24038453	-0.1
ENSG00000157106	SMG1	0.687179026	0.1	0.187637736	0.3
ENSG00000157184	CPT2	0.953059778	0	0.360184816	-0.2
ENSG00000157353	FCSK	0.931209668	0	0.647479196	0
ENSG00000157470	FAM81A	0.410811478	-0.1	0.015375793	0.2
ENSG00000157500	APPL1	0.316501802	-0.1	0.553460501	0
ENSG00000157514	TSC22D3	0.18433399	-0.3	0.618488245	0.1
ENSG00000157538	VPS26C	0.561579832	-0.8	0.669911038	0.4
ENSG00000157540	DYRK1A	0.854121093	-0.1	0.506728319	0.1
ENSG00000157601	MX1	0.957286073	0	0.938362751	0
ENSG00000157766	ACAN	0.69294315	0.1	0.231279812	-0.1
ENSG00000157823	AP3S2	0.092957799	0.2	0.002043482	0.5
ENSG00000157827	FMNL2	0.83249003	0	0.001651061	-0.7
ENSG00000157851	DPYSL5	0.646632966	0.3	0.644235606	0.2
ENSG00000157985	AGAP1	0.096051517	0.2	0.014371813	-0.2
ENSG00000158092	NCK1	0.135271688	-0.3	0.698863853	0
ENSG00000158480	SPATA2	0.948596236	0	0.104669533	0.3
ENSG00000158623	COPG2	0.590565969	-0.3	0.997394394	0
ENSG00000158710	TAGLN2	0.934104346	0	0.906013712	0
ENSG00000158716	DUSP23	0.206208774	0.3	0.033350124	0.4
ENSG00000158793	NIT1	0.630600431	-0.1	0.359658051	0.1
ENSG00000158856	DMTN	0.739249489	0	0.815257803	0
ENSG00000158864	NDUFS2	0.243128391	0.1	0.00129929	0.2
ENSG00000158941	CCAR2	0.163372892	0.1	0.008369802	-0.2
ENSG00000159023	EPB41	0.884797547	0.1	0.24038453	0.4
ENSG00000159082	SYNJ1	0.703135704	0	0.473497003	0
ENSG00000159164	SV2A	0.824566693	0	0.008844993	0.2
ENSG00000159176	CSRP1	0.401070898	0.3	0.773311502	0.1
ENSG00000159210	SNF8	0.523555379	0.1	0.051235837	0.2
ENSG00000159348	CYB5R1	0.226771845	-0.2	0.000425376	1
ENSG00000159352	PSMD4	0.051506345	-0.1	0.005480187	0.2
ENSG00000159377	PSMB4	0.186013921	0.3	0.433860638	-0.1
ENSG00000159423	ALDH4A1	0.476531256	-0.1	0.073046146	0.3
ENSG00000159593	NAE1	0.493880074	-0.1	0.163447286	-0.2
ENSG00000159685	CHCHD6	0.4017118	0.2	0.009312487	0.7
ENSG00000159692	CTBP1	0.539521486	-0.1	0.012760143	0.5
ENSG00000159713	TPPP3	0.553376909	0.1	0.034057718	-0.4
ENSG00000159720	ATP6V0D1	0.04030626	-0.1	0.009829045	0.1
ENSG00000159784	FAM131B	0.843367562	0	0.159873414	0.2
ENSG00000159788	RGS12	0.638511543	0.1	0.38547546	0.1
ENSG00000160007	ARHGAP35	0.836697142	0	0.536429838	0.1
ENSG00000160209	PDXK	0.797472425	-0.1	0.021549379	0.4
ENSG00000160211	G6PD	0.974051027	0	0.030638781	-0.1
ENSG00000160213	CSTB	0.717639359	0	0.047112594	-0.2
ENSG00000160216	AGPAT3	0.718702677	0.2	0.884234678	-0.1
ENSG00000160221	GATD3A	0.797967506	0	0.227419281	-0.2
ENSG00000160299	PCNT	0.082859188	0.3	0.063192875	0.2
ENSG00000160360	GPSM1	0.657991232	0.1	0.198317987	0.3
ENSG00000160460	AC020929.1	0.570166613	-0.1	0.02195627	0.4
ENSG00000160551	TAOK1	0.069448504	0.4	0.036575433	0.3
ENSG00000160710	ADAR	0.882864508	0	0.458564364	0.1
ENSG00000160752	FDPS	0.051506345	-0.5	0.276730963	0.1
ENSG00000160789	LMNA	0.223288303	0.3	0.318129537	-0.2
ENSG00000160972	PPP1R16A	0.885229334	0	0.001027665	0.5
ENSG00000161057	PSMC2	0.837046089	0	0.936703719	0
ENSG00000161203	AP2M1	0.713595984	-0.1	0.202810461	0.2
ENSG00000161513	FDXR	0.720591579	0	0.712337662	0
ENSG00000161533	ACOX1	0.684450964	-0.1	0.051544287	0.4
ENSG00000161681	SHANK1	0.868514883	0.1	0.227900286	0.3
ENSG00000161682	FAM171A2	0.911853878	0	0.023641793	0.8
ENSG00000161714	PLCD3	0.251221282	0.2	0.097913357	-0.2
ENSG00000162065	TBC1D24	0.882252081	0	0.362801642	0.1
ENSG00000162069	BICDL2	0.316052101	0.3	0.282009147	-0.2
ENSG00000162105	SHANK2	0.42921714	-0.2	0.014382367	0.5
ENSG00000162129	CLPB	0.502381117	0.1	0.693166951	0
ENSG00000162174	ASRGL1	0.0805785	0.6	0.575190036	0.1
ENSG00000162231	NXF1	0.691255873	0.3	0.477690703	0.3
ENSG00000162368	CMPK1	0.58558405	0.1	0.120001694	0.2
ENSG00000162377	COA7	0.265064715	-0.2	0.014000023	0.4
ENSG00000162378	ZYG11B	0.051506345	0.6	0.156143559	0.2
ENSG00000162384	CZIB	0.400012623	0.1	0.005605302	-0.4
ENSG00000162407	PLPP3	0.855066155	0	0.057920522	0.2
ENSG00000162517	PEF1	0.172188639	0.2	0.190697537	0.1
ENSG00000162613	FUBP1	0.708032373	0.1	0.729216245	0
ENSG00000162616	DNAJB4	0.214013415	-0.1	0.542590485	0
ENSG00000162688	AGL	0.712236384	0	0.008187077	0.1
ENSG00000162729	IGSF8	0.3221219	0.1	0.007010253	0.3
ENSG00000162734	PEA15	0.416538349	0.2	0.712337662	-0.1
ENSG00000162736	NCSTN	0.623269898	0.1	0.05188757	-0.3
ENSG00000162813	BPNT1	0.181920609	-0.2	0.187307134	-0.1
ENSG00000162819	BROX	0.003597977	-0.4	0.000889042	-0.3
ENSG00000162869	PPP1R21	0.731937373	-0.1	0.323310484	0.2
ENSG00000162909	CAPN2	0.753133088	-0.1	0.015657227	-0.6
ENSG00000163013	FBXO41	0.081872854	-0.3	0.005923693	0.3
ENSG00000163032	VSNL1	0.590565969	-0.1	0.001585958	-0.5
ENSG00000163050	COQ8A	0.218448376	0.3	0.128547202	0.3
ENSG00000163281	GNPDA2	0.402127962	-0.1	0.297275401	-0.1
ENSG00000163344	PMVK	0.137869079	-0.2	0.03057977	0.2
ENSG00000163346	PBXIP1	0.983009305	0	0.120286853	-0.2
ENSG00000163359	COL6A3	0.316052101	0.2	0.070167386	0.2
ENSG00000163382	NAXE	0.538157692	-0.1	0.042563307	-0.2
ENSG00000163399	ATP1A1	0.584899852	0.1	0.273873761	-0.1
ENSG00000163462	TRIM46	0.790424154	-0.1	0.028456213	0.8
ENSG00000163466	ARPC2	0.789124282	0	0.463205161	-0.1
ENSG00000163468	CCT3	0.837032758	0	0.02871715	0.2
ENSG00000163517	HDAC11	0.342218283	-0.1	0.059017736	-0.1
ENSG00000163527	STT3B	0.146765129	0.2	0.727756914	0
ENSG00000163531	NFASC	0.560840724	0	0.175643998	-0.1
ENSG00000163539	CLASP2	0.723413024	-0.1	0.122616219	-0.3
ENSG00000163564	PYHIN1	0.84445023	-0.1	0.996480675	0
ENSG00000163618	CADPS	0.569043214	0	0.472323222	0
ENSG00000163625	WDFY3	0.273592085	0.2	0.001403895	0.7
ENSG00000163636	PSMD6	0.754602881	0	0.448961821	0
ENSG00000163637	PRICKLE2	0.739709666	-0.1	0.27070723	0.2
ENSG00000163655	GMPS	0.461995736	0	0.798556456	0
ENSG00000163682	RPL9	0.65872909	0	0.00793672	-0.3
ENSG00000163704	PRRT3	0.854564158	0	0.187148826	0.2
ENSG00000163754	GYG1	0.382995587	0.2	0.669911038	0.1
ENSG00000163818	LZTFL1	0.842928264	-0.1	0.971328398	0
ENSG00000163902	RPN1	0.69294315	0	0.34856464	0.1
ENSG00000163931	TKT	0.579353528	-0.1	0.119103908	-0.1
ENSG00000163995	ABLIM2	0.634507896	0.1	0.955985192	0
ENSG00000164022	AIMP1	0.969996102	0	0.083193841	0.2
ENSG00000164050	PLXNB1	0.763632269	0.1	0.307292546	0.2
ENSG00000164051	CCDC51	0.476631287	0.4	0.346791653	0.4
ENSG00000164061	BSN	0.986523222	0	0.062870817	0.3
ENSG00000164062	APEH	0.343774092	0.3	0.995515608	0
ENSG00000164068	RNF123	0.501228862	0.3	0.261822709	0.4
ENSG00000164070	HSPA4L	0.863789895	0	0.662624032	0
ENSG00000164089	ETNPPL	0.402127962	-0.7	0.39755408	0.5
ENSG00000164091	WDR82	0.307640283	1.2	0.673354574	0.3
ENSG00000164111	ANXA5	0.66241593	0.1	0.007474212	-0.4
ENSG00000164144	ARFIP1	0.696811559	-0.1	0.238792031	0.1
ENSG00000164182	NDUFAF2	0.960526335	0	0.82965608	0
ENSG00000164237	CMBL	0.636903408	-0.3	0.781781911	-0.1
ENSG00000164258	NDUFS4	0.541654295	0.1	0.002043482	0.6
ENSG00000164303	ENPP6	0.860742564	0	9.52E-05	-0.8
ENSG00000164398	ACSL6	0.181920609	-0.2	0.379965995	0.1
ENSG00000164402	SEPTIN8	0.62501295	0.1	0.003472447	-0.4
ENSG00000164466	SFXN1	0.986523222	0	0.005217114	0.5
ENSG00000164587	RPS14	0.553376909	0.1	0.308105496	-0.1
ENSG00000164687	FABP5	0.444800979	0.3	0.117766719	-0.4
ENSG00000164830	OXR1	0.925573274	0	0.985109128	0
ENSG00000164885	CDK5	0.255736195	0.1	0.115111314	-0.1
ENSG00000164904	ALDH7A1	0.957286073	0	0.707949749	0
ENSG00000164924	YWHAZ	0.611521568	0	0.416048618	0
ENSG00000164951	PDP1	0.971357246	0	0.003972634	0.4
ENSG00000164961	WASHC5	0.4017118	-0.1	0.003704732	0.2
ENSG00000164983	TMEM65	0.478328048	-0.4	0.769007786	0.1
ENSG00000165023	DIRAS2	0.66617093	0.2	0.808767098	0.1
ENSG00000165028	NIPSNAP3B	0.133564518	-0.5	0.219109395	0.2
ENSG00000165118	C9orf64	0.488801132	0.2	0.690684713	0.1
ENSG00000165175	MID1IP1	0.556268661	0	0.014000023	-0.3
ENSG00000165219	GAPVD1	0.939245982	0	0.819030344	0.1
ENSG00000165264	NDUFB6	0.955698172	0	0.011151532	0.8
ENSG00000165280	VCP	0.588525927	0.1	0.049400633	-0.2
ENSG00000165283	STOML2	0.950476905	0	0.022684479	0.5
ENSG00000165416	SUGT1	0.955698172	0	0.871110079	0
ENSG00000165434	PGM2L1	0.223361481	-0.2	0.474066751	0.1
ENSG00000165443	PHYHIPL	0.712236384	0	0.637917477	0
ENSG00000165458	INPPL1	0.44456512	-0.1	0.534685125	0.1
ENSG00000165475	CRYL1	0.955698172	0	0.995515608	0
ENSG00000165478	HEPACAM	0.962784559	0	0.69621581	0.1
ENSG00000165629	ATP5F1C	0.282671413	-0.1	0.000620758	0.4
ENSG00000165637	VDAC2	0.232413318	-0.1	0.002043482	0.3
ENSG00000165672	PRDX3	0.248384576	0.1	0.041721023	0.1
ENSG00000165699	TSC1	0.634507896	0.1	0.851888677	0
ENSG00000165704	HPRT1	0.702550417	0.1	0.009012349	0.4
ENSG00000165795	NDRG2	0.960932377	0	0.944134241	0
ENSG00000165861	ZFYVE1	0.46235732	-0.2	0.778586536	0
ENSG00000165868	HSPA12A	0.205625846	0.2	0.600708075	0
ENSG00000165898	ISCA2	0.033796281	0.2	0.000152603	0.5
ENSG00000165916	PSMC3	0.488801132	0.1	0.0088587	-0.3
ENSG00000166033	HTRA1	0.703135704	0.2	0.26774085	-0.5
ENSG00000166136	NDUFB8	0.722430281	-0.2	0.128024113	0.5
ENSG00000166140	ZFYVE19	0.971646878	0	0.079998156	0.3
ENSG00000166165	CKB	0.289141262	0.1	0.031517755	0.2
ENSG00000166181	API5	0.430651437	0.5	0.943934362	0
ENSG00000166200	COPS2	0.282671413	0.1	0.016165463	0.2
ENSG00000166206	GABRB3	0.35462012	0.3	0.078056176	0.4
ENSG00000166226	CCT2	0.830220725	0	0.107837283	0.2
ENSG00000166228	PCBD1	0.255736195	-0.2	0.047112594	0.2
ENSG00000166266	CUL5	0.911853878	0	0.06792538	-0.2
ENSG00000166333	ILK	0.783034712	-0.1	0.183521023	-0.2
ENSG00000166347	CYB5A	0.217997304	0.3	0.092039604	-0.3
ENSG00000166394	CYB5R2	0.70189021	0.1	0.029859644	-0.4
ENSG00000166411	IDH3A	0.316052101	-0.1	0.002234856	0.3
ENSG00000166501	PRKCB	0.784023643	0	0.062870817	0.2
ENSG00000166579	NDEL1	0.334708013	-0.2	0.030468845	0.3
ENSG00000166595	CIAO2B	0.423087933	0.4	0.420720439	0.3
ENSG00000166598	HSP90B1	0.349586369	0.1	0.202605574	0.1
ENSG00000166747	AP1G1	0.105629602	0.1	0.296604102	0
ENSG00000166794	PPIB	0.268053166	-0.1	0.000541901	-0.3
ENSG00000166816	LDHD	0.749525797	0.1	0.138384013	0.3
ENSG00000166847	DCTN5	0.968207994	0	0.200901312	0.2
ENSG00000166848	TERF2IP	0.703135704	0.1	0.013731797	-0.5
ENSG00000166887	VPS39	0.492401119	0.1	0.669097052	0.1
ENSG00000166908	PIP4K2C	0.512501364	-0.1	0.385533969	0.1
ENSG00000166963	MAP1A	0.720858476	0	0.052723147	0.1
ENSG00000166986	MARS1	0.226298442	0.2	0.065619736	0.3
ENSG00000167004	PDIA3	0.800320685	0	0.229654405	-0.1
ENSG00000167085	PHB	0.993339224	0	0.012342661	0.2
ENSG00000167107	ACSF2	0.854313328	0	0.140885726	0.3
ENSG00000167114	SLC27A4	0.916093334	0	0.003862504	0.6
ENSG00000167191	GPRC5B	0.939245982	0	0.31888413	-0.2
ENSG00000167193	CRK	0.233145426	0.1	0.322974571	-0.1
ENSG00000167283	ATP5MG	0.884584212	0	0.000213113	0.4
ENSG00000167315	ACAA2	0.901017297	0	0.220444523	-0.1
ENSG00000167323	STIM1	0.3221219	0.3	0.058322086	-0.4
ENSG00000167363	FN3K	0.884797547	0	0.8765347	0
ENSG00000167378	IRGQ	0.868973876	0	0.004149205	0.5
ENSG00000167460	TPM4	0.327214417	-0.2	0.368328939	0.1
ENSG00000167461	RAB8A	0.459174123	0.1	0.101593133	-0.2
ENSG00000167468	GPX4	0.736921562	-0.1	0.728067239	-0.1
ENSG00000167508	MVD	0.444800979	0.1	0.451636689	-0.1
ENSG00000167526	RPL13	0.337224388	0.1	0.148187244	0.1
ENSG00000167578	RAB4B	0.58558405	-0.1	0.727564614	0
ENSG00000167588	GPD1	0.72363926	0	0.004006179	-0.4
